CMPD_CHEMBLID,MOLREGNO,PARENT_CMPD_CHEMBLID,PARENT_MOLREGNO,MOL_PREF_NAME,COMPOUND_KEY,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS,CANONICAL_SMILES,ACTIVITY_ID,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,PCHEMBL_VALUE,PUBLISHED_TYPE,PUBLISHED_RELATION,PUBLISHED_VALUE,PUBLISHED_UNITS,ACTIVITY_COMMENT,DATA_VALIDITY_COMMENT,POTENTIAL_DUPLICATE,BAO_ENDPOINT,UO_UNITS,QUDT_UNITS,ASSAY_ID,ASSAY_CHEMBLID,ASSAY_TYPE,DESCRIPTION,ASSAY_SRC_ID,ASSAY_SRC_DESCRIPTION,ASSAY_ORGANISM,ASSAY_STRAIN,ASSAY_TAX_ID,CURATED_BY,BAO_FORMAT,TID,TARGET_CHEMBLID,TARGET_TYPE,PROTEIN_ACCESSION,PREF_NAME,ORGANISM,CONFIDENCE_SCORE,TARGET_MAPPING,APD_NAME,APD_CONFIDENCE,DOC_ID,DOC_CHEMBLID,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,CELL_ID,CELL_CHEMBL_ID,CELL_NAME
CHEMBL541908,553296,CHEMBL395506,386035,,42,367.46,4.91,30.49,0,Br.COc1ccc(F)cc1c2ccc3NC(C)(C)C=C(C(C)OCC=C)c3c2,1913460,T1/2,=,0.1,hr,,t1/2,=,6,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,440690,CHEMBL889787,A,Metabolic stability in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,36187,CHEMBL1146252,17681466,Bioorg. Med. Chem. Lett.,2007,17,18,5091,,,
CHEMBL3397092,1828809,CHEMBL3397092,1828809,,8.25,569.49,5.17,59.65,2,Brc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)N5C=CC=CC5=C(C4=O)c6ccccc6)CC3)c2c1,15155281,T1/2,=,1.366,hr,,t1/2,=,81.97,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1462645,CHEMBL3399332,A,Half life in human liver microsomes at 10 uM by LC/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000019,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,90961,CHEMBL3396994,25461308,Eur. J. Med. Chem.,2015,90,,21,,,
CHEMBL2431637,1583695,CHEMBL2431637,1583695,,14o,513.39,4.51,86.88,1,Brc1ccc2cc(ccc2c1)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc5ccncc5,13465811,T1/2,=,0.4833,hr,,t1/2,=,29,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,984870,CHEMBL2432693,A,Half life in human liver microsomes at 1 uM by LC-MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,75074,CHEMBL2429844,24079662,J. Med. Chem.,2013,56,19,7651,,,
CHEMBL2206288,1445921,CHEMBL2206288,1445921,,2,314.46,3.1,15.71,0,C([C@@H]1C[C@@H](C1)c2ccc(CN3CCCC3)cc2)N4CCOCC4,12171569,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,880099,CHEMBL2213893,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,66816,CHEMBL2203251,21928839,J. Med. Chem.,2011,54,21,7602,,,
CHEMBL3786899,2079176,CHEMBL3786899,2079176,,19,332.48,4.13,15.27,0,C(C1Cc2ccccc2CN1)N3CCC4(CC3)CCc5ccccc45,16543611,T1/2,=,0.11,hr,,t1/2,=,6.6,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1567396,CHEMBL3789774,A,Half life in human liver microsomes at 1 uM by HPLC-MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98911,CHEMBL3785031,27043173,Eur. J. Med. Chem.,2016,114,,345,,,
CHEMBL1222593,689031,CHEMBL1222593,689031,,5l,482.62,3.91,67.89,0,C(c1ccc(cc1)C(N2CCCN(CC2)C3CCC3)c4nnnn4Cc5ccccc5)n6cccn6,3424683,T1/2,=,0.1833,hr,,t1/2,=,11,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1223236,689680,CHEMBL1223236,689680,,5m,483.61,3.22,80.78,0,C(c1ccc(cc1)C(N2CCCN(CC2)C3CCC3)c4nnnn4Cc5ccccc5)n6cncn6,3424611,T1/2,=,0.5333,hr,,t1/2,=,32,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1222594,689032,CHEMBL1222594,689032,,5n,479.62,4.47,62.97,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)c6ccccn6,3424684,T1/2,=,0.2667,hr,,t1/2,=,16,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1222502,688939,CHEMBL1222502,688939,,5k,486.63,4.17,104.1,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)c6csnn6,3424682,T1/2,=,0.1333,hr,,t1/2,=,8,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1222435,688871,CHEMBL1222435,688871,,5e,467.61,4.55,55.01,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)n6cccc6,3424678,T1/2,=,0.08333,hr,,t1/2,=,5,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1222436,688872,CHEMBL1222436,688872,,5f,468.6,3.9,67.89,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)n6cccn6,3424679,T1/2,=,0.1167,hr,,t1/2,=,7,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1223235,689679,CHEMBL1223235,689679,,5h,469.58,3.22,80.79,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)n6cncn6,3424606,T1/2,=,0.2,hr,,t1/2,=,12,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1222596,689034,CHEMBL1222596,689034,,5p,496.61,3.98,85.09,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(Oc6ncccn6)cc5,3424685,T1/2,=,0.2167,hr,,t1/2,=,13,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1222664,689103,CHEMBL1222664,689103,,6e,441.57,3.97,65.87,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6cc[nH]c6c5,3424688,T1/2,=,0.1667,hr,,t1/2,=,10,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1221424,689100,CHEMBL1221424,689100,,6a,444.57,3.73,59.31,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6OCCc6c5,3424686,T1/2,=,0.3333,hr,,t1/2,=,20,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL1223237,689681,CHEMBL1223237,689681,,6b,442.56,3.98,63.22,0,C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6occc6c5,3424616,T1/2,=,0.3833,hr,,t1/2,=,23,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL2392495,1566077,CHEMBL2392495,1566077,,13,256.31,1.14,71.42,0,C(C1CCNCC1)n2nnc3cnc4[nH]ccc4c23,13343343,T1/2,=,1.3,hr,,t1/2,=,1.3,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,966064,CHEMBL2394953,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,73911,CHEMBL2390952,23642482,Bioorg. Med. Chem. Lett.,2013,23,12,3592,,,
CHEMBL3785605,2079220,CHEMBL3785605,2079220,,33,333.47,4.64,12.47,0,C(C1COc2ccccc2C1)N3CCC4(CC3)CCc5ccccc45,16543618,T1/2,=,0.05167,hr,,t1/2,=,3.1,min,,,,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,1567396,CHEMBL3789774,A,Half life in human liver microsomes at 1 uM by HPLC-MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,,107510,CHEMBL2367379,TISSUE,,Liver microsome,Homo sapiens,1,Non-molecular,,,98911,CHEMBL3785031,27043173,Eur. J. Med. Chem.,2016,114,,345,,,
CHEMBL2035183,1344705,CHEMBL2035183,1344705,,"14j, 95:5 trans/Cis mixture",478.61,4.58,96.98,0,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccc(COC\C=C\COCc2c3)s5,10910671,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,821300,CHEMBL2040130,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,62087,CHEMBL2034857,22339472,J. Med. Chem.,2012,55,6,2623,,,
CHEMBL2181330,1442154,CHEMBL2181330,1442154,,"21c, SB1518, 85:15 trans/cis mixture",472.58,4.55,68.74,0,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5,12151297,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,872460,CHEMBL2182138,A,Half life in human liver microsomes at 5 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,66746,CHEMBL2176955,21604762,J. Med. Chem.,2011,54,13,4638,,,
CHEMBL2035186,1344708,CHEMBL2035186,1344708,,"14m, 95:5 trans/Cis mixture",462.54,3.73,81.88,0,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5coc(COC\C=C\COCc2c3)c5,10910674,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,821300,CHEMBL2040130,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,62087,CHEMBL2034857,22339472,J. Med. Chem.,2012,55,6,2623,,,
CHEMBL2035184,1344706,CHEMBL2035184,1344706,,"14k, 95:5 trans/Cis mixture",478.61,4.29,96.98,0,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5csc(COC\C=C\COCc2c3)c5,10910672,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,821300,CHEMBL2040130,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,62087,CHEMBL2034857,22339472,J. Med. Chem.,2012,55,6,2623,,,
CHEMBL2035185,1344707,CHEMBL2035185,1344707,,"14l, SB1578, 67:33 trans/Cis mixture",462.54,4.02,81.88,0,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5oc(COC\C=C\COCc2c3)cc5,10910673,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,821300,CHEMBL2040130,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,62087,CHEMBL2034857,22339472,J. Med. Chem.,2012,55,6,2623,,,
CHEMBL2035185,1344707,CHEMBL2035185,1344707,,"14l, SB1578, 67:33 trans/Cis mixture",462.54,4.02,81.88,0,C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5oc(COC\C=C\COCc2c3)cc5,10910704,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,821311,CHEMBL2040141,A,Half life in human liver microsomes at 5 uM,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,62087,CHEMBL2034857,22339472,J. Med. Chem.,2012,55,6,2623,,,
CHEMBL481863,467517,CHEMBL481863,467517,,"10b, JNJ-10392980",338.4,4.5,47.73,0,C(CN1CCCCC1)Oc2ccc(Oc3oc4ccccc4n3)cc2,2573272,T1/2,>,1.667,hr,,t1/2,>,100,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,488199,CHEMBL990979,A,Metabolic stability in human liver microsomes assessed as elimination half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,43854,CHEMBL1155111,18588282,J. Med. Chem.,2008,51,14,4150,,,
CHEMBL2181331,1442155,CHEMBL2181331,1442155,,"21d, 85:15 trans/cis mixture",486.61,5,68.74,1,C(CN1CCCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5,12151296,T1/2,>,1,hr,,t1/2,>,60,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,872460,CHEMBL2182138,A,Half life in human liver microsomes at 5 uM by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,66746,CHEMBL2176955,21604762,J. Med. Chem.,2011,54,13,4638,,,
CHEMBL52160,76111,CHEMBL52160,76111,,96a,334.45,4.15,16.88,0,C(COc1ccc(cc1)c2cc3ccccn3c2)CN4CCCCC4,7931698,T1/2,=,0.1667,hr,,t1/2,=,10,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,788427,CHEMBL1918192,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,60110,CHEMBL1914343,21937153,Eur. J. Med. Chem.,2011,46,11,5237,,,
CHEMBL129542,212531,CHEMBL129542,212531,JNJ-5207852,7b,316.48,3.92,15.71,0,C(COc1ccc(CN2CCCCC2)cc1)CN3CCCCC3,341374,T1/2,>,24,hr,,T1/2,>,24,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,28078,CHEMBL641328,A,stabilit in human liver microsome expressed as Half life,1,Scientific Literature,Homo sapiens,,9606,Intermediate,BAO_0000218,50587,CHEMBL372,ORGANISM,,Homo sapiens,Homo sapiens,1,Non-molecular,,,17176,CHEMBL1145075,12930154,J. Med. Chem.,2003,46,18,3938,,,
CHEMBL245687,412795,CHEMBL245687,412795,,20,336.47,2.78,24.5,0,C(N(C1CCOCC1)[C@H]2CCNC2)c3ccccc3c4ccccc4,2020891,T1/2,>,2,hr,,t1/2,>,120,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,454296,CHEMBL903474,A,Metabolic stability in human liver microsomes assessed as half life,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,37434,CHEMBL1139125,17267217,Bioorg. Med. Chem. Lett.,2007,17,7,2022,,,
CHEMBL2152419,1423096,CHEMBL2152419,1423096,,40,309.41,2.48,58.53,0,C(N[C@@H]1CC[C@H](CC1)n2cnc3cnc4[nH]ccc4c23)C5CC5,12063210,T1/2,=,4.7,hr,,t1/2,=,4.7,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,851253,CHEMBL2155765,A,Half life in human liver microsomes by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,65396,CHEMBL2150873,22591402,J. Med. Chem.,2012,55,12,5901,,,
CHEMBL2152305,1422981,CHEMBL2152305,1422981,,12,331.41,2.59,49.74,0,C(N1CCC(CC1)n2cnc3cnc4[nH]ccc4c23)c5ccccc5,12063182,T1/2,=,0.8,hr,,t1/2,=,0.8,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,851253,CHEMBL2155765,A,Half life in human liver microsomes by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,65396,CHEMBL2150873,22591402,J. Med. Chem.,2012,55,12,5901,,,
CHEMBL2152307,1422983,CHEMBL2152307,1422983,,14,333.39,0.81,75.52,0,C(N1CCC(CC1)n2cnc3cnc4[nH]ccc4c23)c5cncnc5,12063184,T1/2,=,4,hr,,t1/2,=,4,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,851253,CHEMBL2155765,A,Half life in human liver microsomes by LC/MS/MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,65396,CHEMBL2150873,22591402,J. Med. Chem.,2012,55,12,5901,,,
CHEMBL2392487,1566069,CHEMBL2392487,1566069,,5,332.4,2.68,62.63,0,C(N1CCC(CC1)n2nnc3cnc4[nH]ccc4c23)c5ccccc5,13343360,T1/2,=,0.5,hr,,t1/2,=,0.5,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,966064,CHEMBL2394953,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,73911,CHEMBL2390952,23642482,Bioorg. Med. Chem. Lett.,2013,23,12,3592,,,
CHEMBL2392490,1566072,CHEMBL2392490,1566072,,8,333.39,1.53,75.52,0,C(N1CCC(CC1)n2nnc3cnc4[nH]ccc4c23)c5cccnc5,13343358,T1/2,=,0.7,hr,,t1/2,=,0.7,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,966064,CHEMBL2394953,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,73911,CHEMBL2390952,23642482,Bioorg. Med. Chem. Lett.,2013,23,12,3592,,,
CHEMBL2392501,1566083,CHEMBL2392501,1566083,,4,332.4,3.19,62.63,0,C(N1CCC[C@H](C1)n2nnc3cnc4[nH]ccc4c23)c5ccccc5,13343366,T1/2,=,0.2,hr,,t1/2,=,0.2,hr,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,966064,CHEMBL2394953,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,73911,CHEMBL2390952,23642482,Bioorg. Med. Chem. Lett.,2013,23,12,3592,,,
CHEMBL2337469,1527149,CHEMBL2337469,1527149,,44,386.51,4.39,60.5,0,C(N1CCN(CC1)c2ccc(cc2)c3nc4ccccc4s3)c5cccnc5,12688588,T1/2,=,0.5717,hr,,t1/2,=,34.3,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,946435,CHEMBL2339615,A,Metabolic stability in human liver microsomes assessed as half life by LC-MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,72264,CHEMBL2331469,23847718,ACS Med. Chem. Lett.,2013,4,4,397,,,
CHEMBL2337466,1527146,CHEMBL2337466,1527146,,41,370.45,3.83,45.4,0,C(N1CCN(CC1)c2ccc(cc2)c3oc4ccccc4n3)c5cccnc5,12688589,T1/2,=,0.8367,hr,,t1/2,=,50.2,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,946435,CHEMBL2339615,A,Metabolic stability in human liver microsomes assessed as half life by LC-MS analysis,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,72264,CHEMBL2331469,23847718,ACS Med. Chem. Lett.,2013,4,4,397,,,
CHEMBL1222433,688869,CHEMBL1222433,688869,,5b,501.67,3.44,62.55,1,C(N1CCOCC1)c2ccc(cc2)C(N3CCCN(CC3)C4CCC4)c5nnnn5Cc6ccccc6,3424676,T1/2,=,0.2333,hr,,t1/2,=,14,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,651636,CHEMBL1228174,A,Half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,52388,CHEMBL1221264,20667729,Bioorg. Med. Chem. Lett.,2010,20,17,5165,,,
CHEMBL259647,429628,CHEMBL259647,429628,,11a,339.47,3.5,48.95,0,C(NC1CCCCC1)C2CCC3(CC2)OOC4(CCCCC4)OO3,2155383,T1/2,=,0.265,hr,,t1/2,=,15.9,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,466641,CHEMBL925913,A,Metabolic stability assessed as half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,38631,CHEMBL1142398,18330976,J. Med. Chem.,2008,51,7,2261,,,
CHEMBL259649,429630,CHEMBL259649,429630,,11c,347.45,3.23,48.95,0,C(NCc1ccccc1)C2CCC3(CC2)OOC4(CCCCC4)OO3,2155381,T1/2,=,0.7,hr,,t1/2,=,42,min,,,0,BAO_0002115,UO_0000032,http://qudt.org/vocab/unit#Hour,466641,CHEMBL925913,A,Metabolic stability assessed as half life in human liver microsomes,1,Scientific Literature,Homo sapiens,,9606,Autocuration,BAO_0000251,102164,CHEMBL613373,SUBCELLULAR,,Liver microsomes,Homo sapiens,2,Subcellular fraction,,,38631,CHEMBL1142398,18330976,J. Med. Chem.,2008,51,7,2261,,,
